Full data: (3) PE with preterm VS everything else
0.88
0.36
0.5
0.36
0.69
0.7
0.36
0.36
0.36
0.36
0.36
0.55
0.56
0.36
0.77
0.72
0.36
0.57
0.36
0.36
0.44
0.54
0.36
0.36
0.4
0.36
0.36
0.36
0.36
0.36
0.36
0.51
0.36
0.36
0.36
0.36
0.48
0.4
0.41
0.43
0.36
0.36
0.54
0.39
0.36
0.36
0.36
0.49
0.36
0.39
0.5
0.52
0.36
0.36
0.36
0.36
0.36
0.55
0.83
0.57
0.39
0.42
0.36
0.37
0.36
0.36
0.36
0.36
0.36
0.57
0.41
0.46
0.43
0.45
0.39
0.43
0.37
0.36
0.48
0.36
0.38
0.36
0.64
0.45
0.39
0.63
0.77
0.51
0.48
0.36
0.62
0.47
0.47
0.36
0.36
0.36
0.63
0.58
0.36
0.62
0.4
0.47
0.37
0.36
0.47
0.42
0.36
0.49
0.49
0.36
0.66
0.39
0.36
0.36
0.36
0.4
0.47
0.46
0.43
0.36
0.53
0.36
0.6
0.49
0.42
0.53
0.36
0.36
0.36
0.36
0.44
0.36
0.5
0.41
0.57
0.36
0.36
0.51
0.36
0.4
0.36
0.43
0.36
0.43
0.45
0.55
0.36
0.5
0.36
0.36
0.36
0.36
0.36
0.49
0.39
0.82
0.45
0.36
0.51
0.55
0.36
0.36
0.46
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.63
0.52
0.67
0.36
0.63
0.36
0.36
0.36
0.36
0.44
0.36
0.36
0.36
0.36
0.36
0.38
0.36
0.36
0.36
0.36
0.36
0.44
0.36
0.36
0.55
0.63
0.53
0.4
0.36
0.36
0.41
0.4
0.46
0.36
0.56
0.41
0.39
0.36
0.37
0.43
0.36
0.63
0.36
0.36
0.73
0.36
0.6
0.36
0.36
0.4
0.38
0.64
0.38
0.36
0.36
0.41
0.36
0.58
0.36
0.39
0.36
0.41
0.36
0.36
0.49
0.37
0.46
0.49
0.36
0.49
0.39
0.36
0.36
0.36
0.36
0.36
0.48
0.48
0.36
0.42
0.36
0.36
0.36
0.36
0.36
0.53
0.63
0.42
0.6
0.37
0.66
0.58
0.36
0.81
0.4
0.36
0.75
0.37
0.36
0.36
0.36
0.53
0.45
0.38
0.4
0.36
0.4
0.41
0.36
0.45
0.52
0.41
0.58
0.88
0.48
0.36
0.4
0.44
0.67
0.4
0.44
0.36
0.36
0.36
0.37
0.55
0.54
0.36
0.36
0.48
0.38
0.56
0.36
0.38
0.37
0.36
0.53
0.37
0.38
0.36
0.39
0.36
0.36
0.39
0.36
0.47
0.36
0.36
0.36
0.49
0.65
0.36
0.6
0.84
0.36
0.39
0.36
0.36
0.36
0.36
0.68
0.39
0.45
0.58
0.36
0.47
0.44
0.46
0.49
0.36
0.44
0.55
0.36
0.36
0.4
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.5
0.36
0.54
0.49
0.36
0.36
0.36
0.48
0.36
0.36
0.47
0.47
0.38
0.41
0.54
0.36
0.36
0.36
0.49
0.36
0.63
0.36
0.48
0.36
0.36
0.52
0.55
0.36
0.36
0.36
0.39
0.43
0.37
0.53
0.36
0.37
0.42
0.36
0.36
0.38
0.38
0.66
0.58
0.41
0.36
0.57
0.38
0.36
0.36
0.39
0.36
0.36
0.4
0.36
0.54
0.36
0.36
0.36
0.36
0.53
0.4
0.42
0.67
0.36
0.36
0.36
0.55
0.39
0.72
0.36
0.36
0.57
0.36
0.4
0.38
0.5
0.59
0.38
0.36
0.36
0.36
0.45
0.36
0.36
0.36
0.75
0.65
0.47
0.45
0.5
0.36
0.5
0.73
0.41
0.36
0.36
0.36
0.47
0.61
0.51
0.36
0.39
0.36
0.36
0.6
0.36
0.36
0.36
0.57
0.36
0.53
0.4
0.76
0.36
0.49
0.36
0.38
0.36
0.52
0.79
0.36
0.36
0.42
0.43
0.36
0.36
0.37
0.39
0.36
0.4
0.46
0.36
0.36
0.51
0.59
0.46
0.36
0.36
0.36
0.45
0.36
0.36
0.36
0.36
0.36
0.47
0.44
0.36
0.36
0.36
0.36
0.36
0.41
0.36
0.47
0.37
0.39
0.36
0.36
0.36
0.51
0.47
0.36
0.36
0.36
0.44
0.58
0.36
0.36
0.36
0.61
0.51
0.36
0.7
0.36
0.52
0.56
0.36
0.52
0.36
0.49
0.36
0.37
0.41
0.45
0.36
0.58
0.4
0.36
0.36
0.36
0.36
0.68
0.36
0.42
0.36
0.36
0.6
0.36
0.36
0.36
0.52
0.36
0.36
0.37
0.36
0.36
0.57
0.36
0.53
0.53
0.39
0.36
0.48
0.41
0.36
0.96
0.61
0.56
0.43
0.36
0.36
0.36
0.47
0.49
0.49
0.5
0.48
0.36
0.48
0.36
0.36
0.46
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.48
0.36
0.38
0.61
0.39
0.51
0.36
0.4
0.36
0.4
0.53
0.49
0.36
0.36
0.52
0.62
0.36
0.4
0.36
0.67
0.38
0.36
0.36
0.58
0.36
0.36
0.36
0.36
0.37
0.36
0.43
0.36
0.36
0.6
0.36
0.36
0.44
0.51
0.38
0.63
0.46
0.36
0.41
0.93
0.51
0.36
0.58
0.36
0.36
0.36
0.49
0.7
0.36
0.36
0.36
0.36
0.36
0.56
0.45
0.36
0.36
0.39
0.87
0.36
0.43
0.56
0.36
0.71
0.36
0.5
0.36
0.36
0.36
0.36
0.59
0.55
0.44
0.85
0.36
0.44
0.36
0.36
0.36
0.36
0.36
0.39
0.36
0.36
0.36
0.68
0.36
0.7
0.45
0.66
0.36
0.36
0.47
0.36
0.48
0.36
0.36
0.36
0.98
0.36
0.48
0.36
0.36
0.6
0.44
0.36
0.49
0.47
0.36
0.36
0.42
0.43
0.54
0.36
0.58
0.47
0.36
0.36
0.41
0.5
0.36
0.61
0.36
0.36
0.39
0.41
0.44
0.36
0.36
0.53
0.36
0.36
0.36
0.77
0.36
0.36
0.36
0.61
0.36
0.38
0.41
0.52
0.64
0.6
0.64
0.36
0.36
0.36
0.36
0.36
0.36
0.51
0.36
0.36
0.36
0.36
0.36
0.36
0.44
0.36
0.45
0.36
0.46
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.55
0.36
0.36
0.39
0.36
0.44
0.36
0.45
0.76
0.36
0.36
0.38
0.36
0.5
0.36
0.36
0.65
0.36
0.36
0.36
0.36
0.5
0.36
0.36
0.36
0.83
0.41
0.36
0.36
0.68
0.36
0.36
0.5
0.79
0.36
0.36
0.37
0.36
0.38
0.45
0.44
0.56
0.39
0.71
0.36
0.7
0.51
0.46
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.6
0.36
0.53
0.36
0.36
0.36
0.53
0.36
0.44
0.41
0.36
0.36
0.49
0.36
0.38
0.36
0.36
0.41
0.36
0.36
0.36
0.36
0.36
0.46
0.36
0.69
0.43
0.41
0.36
0.62
0.56
0.36
0.36
0.45
0.39
0.36
0.47
0.4
0.39
0.36
0.36
0.52
0.36
0.49
0.36
0.36
0.36
0.57
0.36
0.56
0.59
0.56
0.45
0.42
0.52
0.36
0.36
0.36
0.57
0.48
0.4
0.36
0.36
0.36
0.51
0.38
0.7
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.47
0.36
0.6
0.4
0.36
0.47
0.9
0.36
0.79
0.36
0.36
0.36
0.36
0.36
0.46
0.6
0.58
0.36
0.36
0.36
0.49
0.47
0.37
0.36
0.36
0.64
0.53
0.36
0.36
0.5
0.49
0.36
0.42
0.41
0.36
0.37
0.48
0.51
0.71
0.6
0.36
0.36
0.36
0.45
0.36
0.38
0.36
0.36
0.53
0.36
0.36
0.36
0.36
0.39
0.36
0.36
0.44
0.36
0.36
0.36
0.4
0.61
0.44
0.36
0.36
0.38
0.36
0.58
0.36
0.73
0.36
0.36
0.43
0.36
0.43
0.53
0.61
0.36
0.46
0.6
0.36
0.39
0.57
0.54
0.47
0.64
0.36
0.4
0.45
0.38
0.51
0.39
0.39
0.46
0.38
0.36
0.71
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.38
0.36
0.36
0.36
0.36
0.36
0.36
0.69
0.56
0.46
0.48
0.36
0.46
0.36
0.4
0.39
0.36
0.36
0.36
0.52
0.36
0.36
0.36
0.75
0.36
0.62
0.36
0.47
0.42
0.43
0.38
0.45
0.76
0.48
0.36
0.36
0.36
0.36
0.36
0.39
0.36
0.65
0.68
0.36
0.79
0.41
0.36
0.36
0.66
0.36
0.36
0.36
0.36
0.36
0.36
0.49
0.36
0.36
0.36
0.42
0.58
0.7
0.4
0.36
0.42
0.36
0.63
0.42
0.41
0.36
0.36
0.36
0.56
0.36
0.42
0.76
0.36
0.48
0.43
0.53
0.51
0.36
0.55
0.36
0.36
0.36
0.36
0.36
0.62
0.67
0.37
0.44
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.41
0.55
0.36
0.36
0.38
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.57
0.36
0.36
0.53
0.4
0.43
0.38
0.36
0.36
0.42
0.39
0.46
0.47
0.36
0.36
0.85
0.55
0.36
0.36
0.36
0.49
0.36
0.5
0.69
0.36
0.36
0.42
0.47
0.43
0.46
0.36
0.36
0.36
0.39
0.64
0.46
0.36
0.36
0.37
0.36
0.36
0.4
0.7
0.46
0.8
0.48
0.47
0.45
0.58
0.36
0.36
0.36
0.79
0.45
0.37
0.41
0.8
0.44
0.36
0.36
0.36
0.36
0.42
0.36
0.54
0.36
0.36
0.36
0.6
0.43
0.36
0.36
0.36
0.54
0.76
0.36
0.36
0.8
0.36
0.47
0.36
0.36
0.42
0.36
0.39
0.77
0.41
0.46
0.46
0.36
0.36
0.49
0.36
0.47
0.36
0.59
0.38
0.36
0.56
0.36
0.38
0.36
0.36
0.48
0.36
0.65
0.36
0.37
0.42
0.47
0.63
0.36
0.55
0.39
0.37
0.37
0.58
0.36
0.36
0.36
0.36
0.36
0.36
0.44
0.36
0.5
0.63
0.4
0.36
0.39
0.36
0.58
0.57
0.36
0.36
0.39
0.36
0.45
0.36
0.67
0.36
0.36
0.36
0.41
0.43
0.47
0.41
0.36
0.36
0.37
0.36
0.43
0.63
0.36
0.36
0.37
0.4
0.42
0.43
0.52
0.4
0.36
0.58
0.44
0.36
0.47
0.63
0.36
0.77
0.39
0.36
0.52
0.47
0.5
0.41
0.39
0.47
0.37
0.48
0.36
0.41
0.45
0.38
0.42
0.53
0.46
0.36
0.36
0.36
0.36
0.77
0.41
0.36
0.36
0.44
0.38
0.63
0.37
0.51
0.61
0.36
0.7
0.66
0.36
0.36
0.36
0.36
0.36
0.36
0.39
0.54
0.58
0.81
0.36
0.74
0.36
0.4
0.43
0.36
0.42
0.52
0.59
0.41
0.36
0.4
0.49
0.36
0.44
0.36
0.36
0.36
0.41
0.36
0.36
0.77
0.48
0.47
0.43
0.54
0.63
0.36
0.5
0.48
0.36
0.36
0.36
0.42
0.36
0.47
0.36
0.36
0.58
0.61
0.47
0.36
0.56
0.53
0.36
0.36
0.37
0.36
0.74
0.36
0.36
0.36
0.5
0.48
0.36
0.36
0.36
0.36
0.39
0.47
0.36
0.38
0.46
0.49
0.56
0.38
0.39
0.4
0.47
0.72
0.5
0.48
0.36
0.41
0.36
0.36
0.41
0.64
0.43
0.43
0.5
0.36
0.36
0.45
0.36
0.37
0.83
0.36
0.45
0.36
0.58
0.44
0.37
0.56
0.37
0.36
0.36
0.42
0.56
0.36
0.43
0.36
0.36
0.48
0.36
0.37
0.71
0.67
0.43
0.4
0.36
0.47
0.56
0.42
0.36
0.52
0.36
0.36
0.36
0.52
0.44
0.36
0.36
0.36
0.51
0.36
0.36
0.4
0.67
0.36
0.59
0.36
0.45
0.36
0.36
0.46
0.36
0.36
0.36
0.36
0.38
0.38
0.47
0.54
0.36
0.7
0.47
0.38
0.69
0.36
0.6
0.45
0.36
0.37
0.55
0.43
0.46
0.37
0.36
0.41
0.36
0.52
0.39
0.45
0.36
0.36
0.36
0.36
0.37
0.58
0.43
0.36
0.36
0.62
0.52
0.36
0.41
0.36
0.36
0.36
0.37
0.36
0.4
0.46
0.38
0.46
0.63
0.36
0.42
0.36
0.39
0.36
0.36
0.36
0.44
0.51
0.58
0.68
0.36
0.36
0.36
0.36
0.48
0.36
0.36
0.48
0.43
0.36
0.36
0.36
0.47
0.5
0.41
0.36
0.55
0.36
0.36
0.59
0.36
0.36
0.74
0.36
0.75
0.78
0.36
0.7
0.36
0.36
0.66
0.49
0.36
0.56
0.41
0.52
0.42
0.36
0.36
0.47
0.38
0.44
0.5
0.36
0.36
0.38
0.36
0.36
0.41
0.36
0.53
0.36
0.5
0.5
0.36
0.36
0.67
0.44
0.6
0.36
0.57
0.4
0.54
0.85
0.36
0.37
0.39
0.55
0.36
0.36
0.36
0.36
0.36
0.44
0.63
0.62
0.36
0.78
0.47
0.36
0.36
0.51
0.51
0.36
0.37
0.64
0.36
0.49
0.36
0.36
0.64
0.36
0.38
0.52
0.36
0.66
0.36
0.36
0.43
0.39
0.39
0.36
0.36
0.36
0.5
0.36
0.43
0.36
0.38
0.47
0.36
0.71
0.36
0.36
0.36
0.81
0.36
0.9
0.36
0.36
0.47
0.54
0.54
0.36
0.36
0.53
0.36
0.36
0.36
0.36
0.36
0.53
0.36
0.78
0.47
0.36
0.73
0.52
0.36
0.39
0.36
0.44
0.42
0.42
0.36
0.39
0.45
0.53
0.36
0.45
0.59
0.36
0.61
0.37
0.36
0.43
0.45
0.36
0.36
0.36
0.36
0.36
0.36
0.48
0.36
0.36
0.36
0.36
0.36
0.5
0.36
0.54
0.36
0.36
0.36
0.39
0.42
0.36
0.36
0.36
0.49
0.38
0.43
0.39
0.36
0.36
0.47
0.36
0.47
0.44
0.36
0.69
0.54
0.36
0.59
0.36
0.52
0.36
0.42
0.56
0.79
0.36
0.36
0.43
0.47
0.41
0.62
0.66
0.36
0.36
0.36
0.36
0.61
0.72
0.51
0.36
0.36
0.36
0.42
0.36
0.38
0.36
0.36
0.36
0.48
0.65
0.67
0.36
0.36
0.38
0.36
0.36
0.62
0.45
0.36
0.36
0.56
0.42
0.36
0.36
0.67
0.78
0.36
0.41
0.36
0.36
0.36
0.51
0.36
0.41
0.36
0.36
0.36
0.38
0.47
0.38
0.55
0.41
0.47
0.36
0.36
0.4
0.54
0.36
0.44
0.36
0.48
0.54
0.36
0.36
0.56
0.51
0.36
0.36
0.44
0.36
0.48
0.66
0.36
0.36
0.45
0.42
0.71
0.58
0.49
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.59
0.73
0.76
0.36
0.43
0.36
0.36
0.36
0.4
0.42
0.36
0.37
0.41
0.44
0.41
0.45
0.36
0.36
0.36
0.36
0.45
0.69
0.52
0.47
0.47
0.39
0.38
0.48
0.51
0.36
0.41
0.39
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.45
0.36
0.39
0.6
0.36
0.52
0.36
0.36
0.36
0.36
0.52
0.36
0.36
0.54
0.44
0.36
0.36
0.36
0.36
0.51
0.38
0.53
0.36
0.36
0.58
0.41
0.37
0.36
0.36
0.52
0.36
0.36
0.39
0.44
0.5
0.36
0.41
0.36
0.57
0.36
0.36
0.43
0.36
0.36
0.46
0.36
0.56
0.68
0.45
0.36
0.36
0.5
0.36
0.42
0.36
0.45
0.5
0.39
0.36
0.36
0.58
0.59
0.62
0.47
0.39
0.42
0.38
0.56
0.6
0.36
0.36
0.56
0.54
0.45
0.36
0.37
0.36
0.36
0.39
0.36
0.36
0.36
0.48
0.46
0.36
0.92
0.36
0.38
0.46
0.79
0.36
0.36
0.39
0.36
0.36
0.72
0.36
0.36
0.36
0.36
0.36
0.58
0.36
0.36
0.4
0.45
0.36
0.5
0.48
0.64
0.46
0.59
0.36
0.36
0.36
0.36
0.46
0.36
0.61
0.43
0.43
0.55
0.45
0.36
0.4
0.59
0.36
0.36
0.36
0.69
0.36
0.36
0.58
0.36
0.57
0.36
0.45
0.41
0.36
0.36
0.45
0.37
0.56
0.46
0.77
0.36
0.45
0.36
0.61
0.36
0.73
0.36
0.36
0.39
0.36
0.55
0.39
0.36
0.38
0.37
0.36
0.36
0.45
0.36
0.41
0.55
0.43
0.36
0.36
0.6
0.56
0.36
0.59
0.36
0.36
0.36
0.95
0.78
0.62
0.49
0.63
0.43
0.36
0.36
0.36
0.44
0.37
0.4
0.36
0.36
0.36
0.36
0.36
0.55
0.57
0.71
0.36
0.41
0.45
0.71
0.36
0.36
0.43
0.36
0.37
0.54
0.61
0.36
0.36
0.5
0.56
0.36
0.46
0.36
0.43
0.41
0.36
0.36
0.36
0.36
0.58
0.4
0.36
0.36
0.36
0.76
0.36
0.51
0.59
0.37
0.64
0.36
0.59
0.38
0.36
0.36
0.52
0.36
0.36
0.38
0.36
0.36
0.36
0.37
0.39
0.43
0.48
0.39
0.36
0.43
0.36
0.38
0.38
0.77
0.36
0.47
0.41
0.36
0.36
0.43
0.49
0.36
0.69
0.51
0.36
0.42
0.36
0.57
0.36
0.36
0.36
0.36
0.49
0.37
0.82
0.36
0.63
0.36
0.36
0.43
0.36
0.36
0.45
0.51
0.37
0.51
0.36
0.36
0.52
0.51
0.36
0.36
0.36
0.36
0.74
0.44
0.43
0.82
0.36
0.36
0.63
0.42
0.36
0.4
0.36
0.36
0.36
0.38
0.43
0.36
0.56
0.59
0.37
0.53
0.36
0.44
0.53
0.36
0.36
0.42
0.36
0.43
0.42
0.36
0.41
0.36
0.74
0.62
0.43
0.36
0.36
0.73
0.54
0.36
0.39
0.43
0.43
0.47
0.36
0.36
0.44
0.36
0.37
0.42
0.36
0.36
0.64
0.36
0.87
0.36
0.39
0.67
0.64
0.38
0.36
0.38
0.62
0.59
0.43
0.51
0.4
0.53
0.36
0.36
0.36
0.39
0.37
0.36
0.36
0.36
0.47
0.89
0.36
0.39
0.36
0.45
0.36
0.36
0.36
0.43
0.36
0.51
0.36
0.36
0.36
0.45
0.36
0.36
0.36
0.41
0.36
0.43
0.63
0.37
0.36
0.36
0.36
0.49
0.36
0.36
0.36
0.46
0.36
0.36
0.77
0.36
0.36
0.36
0.48
0.38
0.36
0.36
0.43
0.53
0.46
0.65
0.44
0.36
0.36
0.36
0.5
0.5
0.66
0.36
0.75
0.36
0.37
0.66
0.46
0.59
0.36
0.36
0.36
0.36
0.5
0.59
0.36
0.44
0.36
0.45
0.36
0.36
0.36
0.36
0.36
0.42
0.5
0.44
0.36
0.36
0.4
0.36
0.36
0.36
0.36
0.5
0.36
0.36
0.38
0.5
0.36
0.45
0.36
0.38
0.36
0.42
0.36
0.36
0.36
0.36
0.45
0.38
0.36
0.36
0.36
0.36
0.36
0.7
0.38
0.36
0.38
0.36
0.37
0.36
0.51
0.36
0.36
0.58
0.36
0.36
0.36
0.6
0.4
0.36
0.36
0.36
0.36
0.36
0.82
0.75
0.46
0.36
0.38
0.37
0.45
0.36
0.39
0.36
0.57
0.36
0.36
0.36
0.5
0.56
0.36
0.36
0.61
0.36
0.41
0.36
0.36
0.36
0.39
0.42
0.46
0.51
0.49
0.36
0.36
0.36
0.6
0.37
0.47
0.63
0.36
0.36
0.46
0.6
0.36
0.36
0.54
0.4
0.36
0.84
0.52
0.62
0.6
0.36
0.44
0.49
0.36
0.36
0.36
0.36
0.65
0.36
0.78
0.36
0.36
0.53
0.52
0.36
0.36
0.36
0.36
0.36
0.42
0.59
0.5
0.36
0.41
0.36
0.36
0.36
0.36
0.4
0.36
0.36
0.49
0.86
0.6
0.44
0.36
0.36
0.91
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.36
0.42
0.36
0.36
0.76
0.36
0.53
0.36
0.36
0.36
0.44
0.36
0.36
0.36
0.36
0.46
0.36
0.37
0.36
0.71
0.55
0.36
0.36
0.4
0.38
0.36
0.57
0.36
0.68
0.47
0.37
0.36
0.36
0.36
0.36
0.36
0.36
0.39
0.36
0.54
0.36
0.42
0.59
0.36
0.51
0.36
0.49
0.96
0.36
0.36
0.51
0.43
0.36
0.38
0.38
0.61
0.36
0.36
0.36
0.6
0.36
0.36
0.36
0.36
0.52
0.36
0.67
0.36
0.36
0.67
0.36
0.59
0.36
0.36
0.36
0.66
0.36
0.36
0.36
0.36
0.39
0.36
0.36
0.36
0.36
0.49
0.39
0.39
0.36
0.36
0.36
0.38
0.36
0.36
0.36
0.45
0.44
0.47
0.4
0.5
0.36
0.65
0.36
0.36
0.36
0.36
0.56
0.81
0.36
0.39
0.54
0.36
0.36
0.36
0.36
0.36
0.36
0.78
0.36
0.36
0.36
0.41
0.36
0.36
0.36
0.43
0.36
0.36
0.6
0.54
0.52
0.4
0.38
0.36
0.5
0.4
0.36
0.36
0.78
0.48
0.36
0.37
0.36
0.36
0.36
0.57
0.51
0.61
0.47
0.41
0.46
0.47
0.48
0.53
0.53
0.44
0.36
0.36
0.36
0.57
0.55
0.36
0.47
0.43
0.36
0.36
0.36
0.6
0.44
0.53
0.46
0.36
0.36
0.36
0.56
0.68
0.36
0.71
0.72
0.48
0.36
0.36
0.36
0.74
0.36
0.44
0.69
0.4
0.42
0.36
0.4
0.49
0.41
0.36
0.52
0.41
0.36
0.59
0.36
0.78
0.63
0.36
0.52
0.6
0.36
0.68
0.45
0.36
0.44
0.36
0.37
0.41
0.36
0.36
0.46
0.53
0.36
0.79
0.36
0.36
0.54
0.5
0.39
0.36
0.36
0.36
0.46
0.36
0.36
0.48
0.38
0.36
0.76
0.36
0.56
0.43
0.36
0.72
0.36
0.58
0.52
0.36
0.42
0.36
0.36
0.49
0.38
0.36
0.36
0.4
0.36
0.88
0.58
0.36
0.36
0.36
0.76
0.36
0.55
0.56
0.36
0.43
0.4
0.36
0.36
0.74
0.36
0.47
0.74
0.36
0.36
0.36
0.36
0.65
0.36
0.46
