Week,Twin 1,Twin 2
12.857142857142858,-4.582019944713227,-4.582019944713227
14.714285714285714,-4.216314528856684,-4.186598921370615
15.571428571428571,-4.108023326759828,-4.0837474174093105
16.285714285714285,-4.037037233920381,-4.015974430960796
